Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,223522,77,1018447471,89,0.0983,0.1006,0.444,3,2316,232,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,121414,486,1018447471,67,0.1796,0.076,0.7486,3,1807,251,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,258364,3,1018447471,91,0.1409,0.0593,0.403,3,2621,48,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,92985,50,1018447471,77,0.3796,0.1038,0.1552,3,2242,196,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,27460,505,1018447471,81,0.3691,0.488,0.3164,2,1376,81,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,97711,182,1018447471,90,0.1402,0.3783,0.4973,2,2311,289,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,79955,510,1018447471,74,0.2454,0.2097,0.4885,2,2376,288,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,283209,5,1018447471,91,0.1046,0.1253,0.4842,3,2968,140,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,124029,18,1018447471,100,0.2084,0.5031,0.6372,4,1596,121,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,84779,56,1018447471,74,0.1776,0.18,0.3939,3,1401,107,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,183636,314,1018447471,98,0.1056,0.306,0.4775,3,2345,269,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,136366,68,1018447471,78,0.1364,0.3181,0.597,3,2124,47,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,186241,49,1018447471,84,0.2264,0.352,0.3168,4,2997,30,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,63987,108,1018447471,82,0.4653,0.3985,0.3874,3,2403,82,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,131412,13,1018447471,96,0.2268,0.3266,0.3737,3,2267,32,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,154145,31,1018447471,97,0.4172,0.1221,0.5978,3,2438,117,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,218883,51,1018447471,99,0.142,0.1336,0.3965,3,2384,286,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,128251,167,1018447471,88,0.3929,0.2307,0.9885,3,2280,213,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,117155,42,1018447471,94,0.1928,0.1226,0.5802,3,1433,276,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,92057,107,1018447471,74,0.2322,0.2881,0.3347,3,2070,290,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,120367,36,1018447471,68,0.2511,0.2119,0.5739,4,1777,263,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,26924,164,1018447471,74,0.2366,0.4513,0.6013,1,1892,173,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,138063,204,1018447471,74,0.1819,0.2677,0.6254,3,2303,273,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,161216,102,1018447471,71,0.3212,0.1122,0.691,3,2734,280,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,68127,81,1018447471,73,0.313,0.3488,0.5793,3,1648,113,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,154274,15,1018447471,94,0.086,0.4681,0.3872,3,2537,268,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,138600,11,1018447471,85,0.1755,0.485,0.6682,3,2516,60,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,187063,7,1018447471,100,0.1157,0.2893,0.4688,3,2301,54,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,111993,7,1018447471,90,0.302,0.0401,0.4902,3,1418,292,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,77726,875,959799872,93,0.1204,0.4886,0.4161,3,2334,103,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,65792,35,959799872,89,0.0983,0.1006,0.444,3,2316,232,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,35620,155,959799872,67,0.1796,0.076,0.7486,3,1807,251,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,71349,15,959799872,91,0.1409,0.0593,0.403,3,2621,48,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,41155,186,959799872,77,0.3796,0.1038,0.1552,3,2242,196,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1931.87,19349,356,959799872,81,0.3691,0.488,0.3164,2,1376,81,4
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1903.47,45553,1290,959799872,90,0.1402,0.3783,0.4973,2,2311,289,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1914.47,29664,355,959799872,74,0.2454,0.2097,0.4885,2,2376,288,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,82916,569,959799872,91,0.1046,0.1253,0.4842,3,2968,140,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,66556,599,959799872,100,0.2084,0.5031,0.6372,4,1596,121,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1912.25,30160,1230,959799872,74,0.1776,0.18,0.3939,3,1401,107,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1887.02,75725,1434,959799872,98,0.1056,0.306,0.4775,3,2345,269,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,51627,682,959799872,78,0.1364,0.3181,0.597,3,2124,47,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1894.37,104282,2983,959799872,84,0.2264,0.352,0.3168,4,2997,30,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,42654,137,959799872,82,0.4653,0.3985,0.3874,3,2403,82,4
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,64995,878,959799872,96,0.2268,0.3266,0.3737,3,2267,32,4
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,52791,28,959799872,97,0.4172,0.1221,0.5978,3,2438,117,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1907.64,63623,4,959799872,99,0.142,0.1336,0.3965,3,2384,286,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1928.22,46305,147,959799872,88,0.3929,0.2307,0.9885,3,2280,213,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1912.57,39100,1394,959799872,94,0.1928,0.1226,0.5802,3,1433,276,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1910.57,44631,1947,959799872,74,0.2322,0.2881,0.3347,3,2070,290,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1927.45,41671,1160,959799872,68,0.2511,0.2119,0.5739,4,1777,263,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1932.89,13449,9,959799872,74,0.2366,0.4513,0.6013,1,1892,173,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,49729,778,959799872,74,0.1819,0.2677,0.6254,3,2303,273,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1913.5,43041,879,959799872,71,0.3212,0.1122,0.691,3,2734,280,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,32245,879,959799872,73,0.313,0.3488,0.5793,3,1648,113,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1907.64,83466,1422,959799872,94,0.086,0.4681,0.3872,3,2537,268,2
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1920.83,68242,1592,959799872,85,0.1755,0.485,0.6682,3,2516,60,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1917.3,76097,2287,959799872,100,0.1157,0.2893,0.4688,3,2301,54,3
C:/TunningBRKGA/Instances/scenario_I100U80O85SnoneDrandomUDequalR0.csv,1938.65,30191,10,959799872,90,0.302,0.0401,0.4902,3,1418,292,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,711.434,44939,1589,1493877593,91,0.1878,0.1004,0.5322,3,2194,288,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,731.839,51468,1383,1493877593,91,0.1702,0.3006,0.5366,3,2178,50,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,759.149,12287,474,1493877593,65,0.2013,0.5449,0.9235,1,2199,62,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,751.915,14662,265,1493877593,62,0.1864,0.3952,0.7143,2,1407,122,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,17860,326,1493877593,96,0.5025,0.279,0.3583,2,1629,127,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,66356,240,1493877593,93,0.1204,0.4886,0.4161,3,2334,103,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,786.218,63488,1730,1493877593,89,0.0983,0.1006,0.444,3,2316,232,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,783.961,24648,1185,1493877593,67,0.1796,0.076,0.7486,3,1807,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,55552,918,1493877593,91,0.1409,0.0593,0.403,3,2621,48,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,682.842,34337,1638,1493877593,77,0.3796,0.1038,0.1552,3,2242,196,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,17113,1010,1493877593,81,0.3691,0.488,0.3164,2,1376,81,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,38303,1745,1493877593,90,0.1402,0.3783,0.4973,2,2311,289,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,26857,1160,1493877593,74,0.2454,0.2097,0.4885,2,2376,288,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,68914,820,1493877593,91,0.1046,0.1253,0.4842,3,2968,140,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,58413,174,1493877593,100,0.2084,0.5031,0.6372,4,1596,121,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,27767,606,1493877593,74,0.1776,0.18,0.3939,3,1401,107,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,64297,227,1493877593,98,0.1056,0.306,0.4775,3,2345,269,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,44041,454,1493877593,78,0.1364,0.3181,0.597,3,2124,47,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,94617,2672,1493877593,84,0.2264,0.352,0.3168,4,2997,30,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,37889,1208,1493877593,82,0.4653,0.3985,0.3874,3,2403,82,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,56231,240,1493877593,96,0.2268,0.3266,0.3737,3,2267,32,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,45139,2145,1493877593,97,0.4172,0.1221,0.5978,3,2438,117,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,63042,931,1493877593,99,0.142,0.1336,0.3965,3,2384,286,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,783.961,41536,1586,1493877593,88,0.3929,0.2307,0.9885,3,2280,213,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,30489,695,1493877593,94,0.1928,0.1226,0.5802,3,1433,276,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,39389,317,1493877593,74,0.2322,0.2881,0.3347,3,2070,290,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,37687,1148,1493877593,68,0.2511,0.2119,0.5739,4,1777,263,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,783.961,11938,1085,1493877593,74,0.2366,0.4513,0.6013,1,1892,173,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,43841,1861,1493877593,74,0.1819,0.2677,0.6254,3,2303,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,783.961,33636,213,1493877593,71,0.3212,0.1122,0.691,3,2734,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,28081,1006,1493877593,73,0.313,0.3488,0.5793,3,1648,113,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,76880,419,1493877593,94,0.086,0.4681,0.3872,3,2537,268,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,789.167,64264,31,1493877593,85,0.1755,0.485,0.6682,3,2516,60,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,66726,142,1493877593,100,0.1157,0.2893,0.4688,3,2301,54,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,21671,911,1493877593,90,0.302,0.0401,0.4902,3,1418,292,3
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,87996,1,1098923287,84,0.2264,0.352,0.3168,4,2997,30,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,57641,1,1098923287,96,0.2268,0.3266,0.3737,3,2267,32,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,73784,1,1098923287,94,0.086,0.4681,0.3872,3,2537,268,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,55138,1,1098923287,91,0.1878,0.1004,0.5322,3,2194,288,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,40235,1,1098923287,74,0.2322,0.2881,0.3347,3,2070,290,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,60322,1,1098923287,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,63607,1,1098923287,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,69735,1,1098923287,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,70198,1,1098923287,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,56792,1,1098923287,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,81844,1,1098923287,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,54816,1,1098923287,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,71346,1,1098923287,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,41602,1,1098923287,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,51547,1,1098923287,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,88518,1,1098923287,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,44487,1,1098923287,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,61411,1,1098923287,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,91696,1,1098923287,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,80882,1,1098923287,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,39112,1,1098923287,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,74864,1,1098923287,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,92113,1,1098923287,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,44090,1,1098923287,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,70681,1,1098923287,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,63856,1,1098923287,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,44389,1,1098923287,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,55685,1,1098923287,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,84949,1,1098923287,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,48792,1,1098923287,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,65526,1,1098923287,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,77265,1,1098923287,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,70138,1,1098923287,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,66805,1,1098923287,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,65656,1,1098923287,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,78727,1,1098923287,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,57674,1,1098923287,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,74393,1,1098923287,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,83328,1,1098923287,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,56408,1,1098923287,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,69551,1,1098923287,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,86878,1,1098923287,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,60527,1,1098923287,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,82807,1,1098923287,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,65476,1,1098923287,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,49549,1,1098923287,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,60887,1,1098923287,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,61294,1,1098923287,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,82643,1,1098923287,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,63281,1,1098923287,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,80244,1,1098923287,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,72635,1,1098923287,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,37278,1,1098923287,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,77914,1,1098923287,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,88198,1,1098923287,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,93227,1,1098923287,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,87139,1,1098923287,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,69291,1,1098923287,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,61673,1,1098923287,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,55859,1,1098923287,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,48115,1,1098923287,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,80624,1,1098923287,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,61382,1,1098923287,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,48128,1,1098923287,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,57191,1,1098923287,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,85409,1,1098923287,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,72891,1,1098923287,77,0.2703,0.3162,0.3103,4,2828,46,2
