Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,61107,1,1098923287,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,47476,1,1098923287,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,56627,1,1098923287,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,66655,1,1098923287,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,51397,1,1098923287,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,100982,1,1098923287,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,81489,1,1098923287,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,47860,1,1098923287,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,53578,1,1098923287,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,81722,1,1098923287,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,83728,1,1098923287,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,88019,1,1098923287,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,51707,1,1098923287,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,77059,1,1098923287,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,49907,1,1098923287,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,85805,1,1098923287,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,75888,1,1098923287,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U50O0SnoneDeuclideanUDequalR0.csv,370.903,30908,1,1098923287,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,39546,10,1208029444,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,42177,29,1208029444,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,45867,32,1208029444,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,46170,14,1208029444,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,37714,39,1208029444,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,53376,63,1208029444,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,35955,55,1208029444,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,46678,53,1208029444,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,27640,7,1208029444,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,34169,13,1208029444,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,57932,7,1208029444,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,29566,14,1208029444,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,40438,11,1208029444,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,60454,6,1208029444,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,52500,88,1208029444,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,25875,5,1208029444,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,49074,5,1208029444,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,60249,9,1208029444,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,28530,166,1208029444,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,46359,20,1208029444,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,42075,9,1208029444,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,29211,10,1208029444,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,36731,14,1208029444,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,56104,17,1208029444,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,32170,20,1208029444,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,43054,5,1208029444,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,50874,3,1208029444,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,46051,11,1208029444,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,43883,17,1208029444,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,43429,4,1208029444,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,51576,63,1208029444,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,37906,37,1208029444,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,48784,8,1208029444,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,54332,160,1208029444,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,36968,25,1208029444,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,45849,8,1208029444,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,57017,15,1208029444,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,39445,5,1208029444,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,54675,20,1208029444,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,42609,16,1208029444,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,32601,10,1208029444,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,40159,10,1208029444,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,40462,2,1208029444,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,53952,11,1208029444,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,41717,119,1208029444,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,52676,49,1208029444,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,47964,19,1208029444,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,24587,22,1208029444,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,51475,38,1208029444,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,57866,19,1208029444,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,61325,7,1208029444,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,57018,112,1208029444,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,45767,32,1208029444,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,40205,26,1208029444,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,36775,33,1208029444,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,31598,7,1208029444,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,53023,91,1208029444,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,40606,33,1208029444,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,31750,11,1208029444,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,37786,14,1208029444,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,55567,99,1208029444,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,47860,20,1208029444,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,39646,113,1208029444,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,30892,307,1208029444,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,37391,18,1208029444,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,44120,17,1208029444,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,33927,62,1208029444,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,65912,9,1208029444,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,53726,15,1208029444,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,31363,92,1208029444,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,35096,6,1208029444,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,53475,7,1208029444,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,55220,31,1208029444,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,58067,6,1208029444,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,33846,26,1208029444,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,50822,9,1208029444,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,32944,6,1208029444,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,56161,27,1208029444,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,49313,4,1208029444,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U95O0SnoneDrandomUDequalR0.csv,11959.9,20530,9,1208029444,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,853.919,66809,332,2066561223,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,853.919,63805,2458,2066561223,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,68065,26,2066561223,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,75374,312,2066561223,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,55448,14,2066561223,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,84690,312,2066561223,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,54174,1194,2066561223,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,76273,71,2066561223,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,46549,377,2066561223,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,50405,563,2066561223,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,94167,155,2066561223,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,43654,197,2066561223,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.258,60398,299,2066561223,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,104225,584,2066561223,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.919,79901,1312,2066561223,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.258,38863,575,2066561223,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,72587,1483,2066561223,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,96219,2513,2066561223,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,50385,7,2066561223,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,87415,406,2066561223,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,68146,2451,2066561223,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,43323,27,2066561223,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,55179,428,2066561223,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,94931,121,2066561223,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,47702,21,2066561223,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,70504,18,2066561223,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,866.484,81825,2347,2066561223,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,70554,1861,2066561223,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,68079,1952,2066561223,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,858.957,64698,2715,2066561223,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.258,76323,591,2066561223,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,57747,1766,2066561223,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,76850,1107,2066561223,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,81883,2235,2066561223,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,858.881,55514,2052,2066561223,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,73951,166,2066561223,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,87885,1097,2066561223,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,59389,2067,2066561223,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,854.957,96304,316,2066561223,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,859.994,64071,1052,2066561223,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,53778,705,2066561223,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.258,58158,291,2066561223,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,67093,103,2066561223,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,84929,922,2066561223,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,70510,83,2066561223,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,84980,107,2066561223,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,72714,1615,2066561223,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,36433,17,2066561223,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.258,75447,140,2066561223,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,87027,2119,2066561223,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,105124,537,2066561223,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,85628,2267,2066561223,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,71088,737,2066561223,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,59665,1386,2066561223,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,59525,2292,2066561223,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,865.769,47032,11,2066561223,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,81951,882,2066561223,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,66277,1341,2066561223,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,51621,157,2066561223,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,862.258,63404,146,2066561223,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,860.769,83183,2761,2066561223,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,846.769,73520,1638,2066561223,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDrandomFOequalR0.csv,855.43,60018,1903,2066561223,94,0.2336,0.4955,0.357,3,2465,247,2
